text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword
Đúng với mô tả:dung Màu sắc:trang Chất liệu:cotton mỏng chất liệu rất mỏng vải mỏng có bị lộ chỉ mua một lần thôi,đúng với mô_tả_dung màu_sắc_trang chất_lượng liệu cotton mỏng chất_lượng liệu rất mỏng vải mỏng có bị lộ chỉ mua một lần thôi,3,trung lập,đúng với mô_tả_dung màu_sắc_trang chất_lượng_liệu cotton mỏng chất_lượng_liệu rất mỏng vải mỏng có bị lộ chỉ mua một lần thôi,đúng với mô_t@@ ả@@ _d@@ ung màu_@@ sắ@@ c_trang chất_lượng liệu cotton mỏng chất_lượng liệu rất mỏng vải mỏng có bị lộ chỉ mua một lần thôi
"Màu sắc:cũng đc Chất liệu:vải trơn Mở ra áo nhăn nhiều, vải cx ko đc như mình tưởng, size M nhma rộng nhaa","màu_sắc cũng được chất_lượng liệu vải_trơn mở ra áo_nhăn nhiều , vải cũng không được như mình tưởng , kích_cỡ mình nhma rộng nhaa",3,trung lập,"màu_sắc cũng được chất_lượng_liệu vải_trơn mở ra áo_nhăn nhiều , vải cũng không được như mình tưởng , kích_cỡ mình nhma rộng nhaa","màu_sắc cũng được chất_lượng liệu v@@ ả@@ i_tr@@ ơn mở ra áo_@@ nhăn nhiều , vải cũng không được như mình tưởng , kích_cỡ mình nh@@ ma rộng nh@@ aa"
tht is the one who wants it for a year or two ago so I just wanted to know what you guys did with it so you know when I chẳ á you and I can make a big deal and,tht is the one who wants it for a_year or two ago so i just wanted to know what you guys did with it so you know when i chẳ á_you and i can_make a big_deal and,3,trung lập,tht is the one who wants it for a_year or two ago so i just wanted to know what you guys did with it so you know when i chẳ_á_you and i can_make a_big_deal and,th@@ t is the one w@@ ho wan@@ ts it for a_@@ year or two ago so i j@@ ust wan@@ ted to kno@@ w wh@@ at you g@@ uy@@ s di@@ d with it so you kno@@ w w@@ hen i ch@@ ẳ á_@@ you and i can_@@ make a bi@@ g@@ _d@@ eal and
"áo chất liệu rất nóng, rộng rất nhiều so với size","áo chất_lượng liệu rất nóng , rộng rất nhiều so với kích_cỡ",3,trung lập,"áo chất_lượng_liệu rất nóng , rộng rất nhiều so với kích_cỡ","áo chất_lượng liệu rất nóng , rộng rất nhiều so với kích_cỡ"
🥲Thật sự là lần trc mua sz S thì shop giao sz M. Giờ mua sz XS thì shop giao sz S 🥲,thật_sự là lần trc mua kích_cỡ s thì shop giao_kích cỡ mình . giờ mua kích_cỡ xs thì shop giao_kích_cỡ s,3,trung lập,thật_sự là lần trc mua kích_cỡ s thì shop giao_kích cỡ mình . giờ mua kích_cỡ xs thì shop giao_kích_cỡ s,thật_sự là lần tr@@ c mua kích_cỡ s thì shop giao_@@ kích cỡ mình . giờ mua kích_cỡ x@@ s thì shop giao_@@ kích_cỡ s
"Chất liệu:cotton 2 chieu Đúng với mô tả:dung Màu sắc:den vải khá cứng, cầu vai may hơi to, ở mức trung bình","chất_lượng liệu cotton 2 chieu đúng với mô_tả_dung màu_sắc den vải khá cứng , cầu vai may hơi to , ở mức trung_bình",3,trung lập,"chất_lượng_liệu cotton 2 chieu đúng với mô_tả_dung màu_sắc den vải khá cứng , cầu vai may hơi to , ở mức trung_bình","chất_lượng liệu cotton 2 chi@@ eu đúng với mô_t@@ ả@@ _d@@ ung màu_sắc den vải khá cứng , cầu vai may hơi to , ở mức trung_bình"
"Viettel TB: Quý khách đã sử dụng hết lưu lượng data của gói ST5K. Để mua thêm, truy cập https://viettel.vn/goidata hoặc bấm gọi *098#. Chi tiết LH 198 (0đ). Trân trọng. Đổ lông","viettel tb quý_khách đã sử_dụng hết lưu_lượng data của gói st5k . để mua thêm , truy_cập hoặc bấm gọi 098 . chi_tiết lh 198 0 đ . trân_trọng . đổ lông",3,trung lập,"viettel tb quý_khách đã sử_dụng hết lưu_lượng_data của gói st5k . để mua thêm , truy_cập hoặc bấm gọi 098 . chi_tiết lh 198 0 đ . trân_trọng . đổ lông","viet@@ tel t@@ b quý_khách đã sử_dụng hết lưu_lượng data của gói st@@ 5@@ k . để mua thêm , truy_cập hoặc bấm gọi 09@@ 8 . chi_tiết l@@ h 198 0 đ . trân_trọng . đổ lông"
Mã sản phẩm: ESTP04172CV01SB_DCR-S Tình trạng: Hết hàng Thương hiệu: TORANO,mã sản_phẩm estp04172cv01sb_dcr_s tình_trạng hết hàng thương_hiệu torano,3,trung lập,mã sản_phẩm estp04172cv01sb_dcr_s tình_trạng hết hàng thương_hiệu torano,mã sản_phẩm est@@ p@@ 04@@ 17@@ 2@@ c@@ v@@ 01@@ s@@ b@@ _d@@ c@@ r_@@ s tình_trạng hết hàng thương_hiệu tor@@ ano
"Đúng với mô tả:áo fom quá to Chất liệu:ok Màu sắc:ok y hình Form áo size xs, s quá to. 65kg cao m70 bơi trong áo. K hiểu size s mà to như vậy thì size l người bnhieu kg mới vừa","đúng với mô_tả áo fom quá to chất_lượng liệu ok màu_sắc ok y_hình form áo_kích cỡ xs , s quá to . 65 kg cao m70_bơi trong áo . không hiểu kích_cỡ s mà to như_vậy thì kích_cỡ l người bnhieu kg mới vừa",3,tích cực,"đúng với mô_tả áo fom quá to chất_lượng_liệu ok màu_sắc ok y_hình form áo_kích cỡ xs , s quá to . 65 kg cao_m70_bơi trong áo . không hiểu kích_cỡ s mà to_như_vậy thì kích_cỡ l người bnhieu kg mới vừa","đúng với mô_tả áo f@@ om quá to chất_lượng liệu ok màu_sắc ok y_@@ hình form áo_@@ kích cỡ x@@ s , s quá to . 65 kg cao m@@ 70@@ _@@ bơi trong áo . không hiểu kích_cỡ s mà to như_vậy thì kích_cỡ l người b@@ nhi@@ eu kg mới vừa"
Mình đặt 3 áo ở sốp ròi nhưng đến cái áo xám thì hơi thất vọng vì vải mỏng hơn 2 áo còn lại :(,mình đặt 3 áo ở sốp_ròi nhưng đến cái áo xám thì hơi thất_vọng vì vải mỏng hơn 2 áo còn lại,3,trung lập,mình đặt 3 áo ở sốp_ròi nhưng đến cái áo xám thì hơi thất_vọng vì vải mỏng hơn 2 áo còn lại,mình đặt 3 áo ở số@@ p_@@ ròi nhưng đến cái áo xám thì hơi thất_vọng vì vải mỏng hơn 2 áo còn lại
: v nói chung giá hơi cao vải áo tầm chung,vậy nói_chung giá hơi cao vải áo tầm chung,3,trung lập,vậy nói_chung giá hơi cao vải áo tầm chung,vậy nói_chung giá hơi cao vải áo tầm chung
giờ đây a đã mất đi một mình trong tích xưa cùng tham gia bảo hiểm xã hội chủ nghĩa xã hội chủ nghĩa xã hội,giờ_đây a đã mất đi một_mình trong tích xưa cùng tham_gia bảo_hiểm_xã_hội_chủ_nghĩa_xã_hội_chủ_nghĩa_xã_hội,3,trung lập,giờ_đây a đã mất đi một_mình trong tích xưa cùng tham_gia bảo_hiểm_xã_hội_chủ_nghĩa_xã_hội_chủ_nghĩa_xã_hội,giờ_đây a đã mất đi một_mình trong tích xưa cùng tham_gia bảo_hiểm_@@ xã_hội_@@ chủ_nghĩa_@@ xã_hội_@@ chủ_nghĩa_xã_hội
"Văn bản là một loại hình phương tiện để ghi nhận, lưu giữ và truyền đạt các thông tin từ chủ thể này sang chủ thể khác bằng ký hiệu gọi là chữ viết. Nó gồm tập hợp các câu có tính trọn vẹn về nội dung, hoàn chỉnh về hình thức, có tính liên kết chặt chẽ và hướng tới một mục tiêu giao tiếp nhất định.[1][2][3][4] Hay nói khác đi, văn bản là một dạng sản phẩm của hoạt động giao tiếp bằng ngôn ngữ được thể hiện ở dạng viết trên một chất liệu nào đó (giấy, bia đá,...). Văn bản bao gồm các tài liệu, tư liệu, giấy tờ có giá trị pháp lý nhất định, được sử dụng trong hoạt động của các cơ quan Nhà nước, các tổ chức chính trị, chính trị - xã hội, các tổ chức kinh tế... như: các văn bản pháp luật, các công văn, tài liệu, giấy tờ.","văn_bản là một loại_hình phương_tiện để ghi_nhận , lưu_giữ và truyền_đạt các thông_tin từ chủ_thể này sang chủ_thể khác bằng ký_hiệu gọi_là chữ_viết . nó gồm tập_hợp các câu có tính trọn_vẹn về nội_dung , hoàn_chỉnh về hình_thức , có tính liên_kết chặt_chẽ và hướng tới một mục_tiêu giao_tiếp nhất_định . 1 2 3 4 hay nói khác đi , văn_bản là một dạng sản_phẩm của hoạt_động giao_tiếp bằng ngôn_ngữ được thể_hiện ở dạng viết trên một chất_lượng liệu nào đó giấy , bia đá , . . văn_bản bao_gồm các tài_liệu , tư_liệu , giấy_tờ có giá_trị pháp_lý nhất_định , được sử_dụng trong hoạt_động của các cơ_quan nhà_nước , các tổ_chức chính_trị , chính_trị xã_hội , các tổ_chức kinh_tế . như các văn_bản pháp_luật , các công_văn , tài_liệu , giấy_tờ .",3,trung lập,"văn_bản là một loại_hình phương_tiện để ghi_nhận , lưu_giữ và truyền_đạt các thông_tin từ chủ_thể này sang chủ_thể khác bằng ký_hiệu gọi_là chữ_viết . nó gồm tập_hợp các câu có tính trọn_vẹn về nội_dung , hoàn_chỉnh về hình_thức , có tính liên_kết_chặt_chẽ và hướng tới một mục_tiêu giao_tiếp nhất_định . 1 2 3 4 hay nói khác đi , văn_bản là một dạng sản_phẩm của hoạt_động giao_tiếp bằng ngôn_ngữ được thể_hiện ở dạng viết trên một chất_lượng_liệu nào đó giấy , bia đá , . . văn_bản bao_gồm các tài_liệu , tư_liệu , giấy_tờ có giá_trị pháp_lý nhất_định , được sử_dụng trong hoạt_động của các cơ_quan_nhà_nước , các tổ_chức chính_trị , chính_trị_xã_hội , các tổ_chức kinh_tế . như các văn_bản_pháp_luật , các công_văn , tài_liệu , giấy_tờ .","văn_bản là một loại_hình phương_tiện để ghi_nhận , lưu_giữ và truyền_đạt các thông_tin từ chủ_thể này sang chủ_thể khác bằng ký_hiệu gọi_là chữ_viết . nó gồm tập_hợp các câu có tính trọn_vẹn về nội_dung , hoàn_chỉnh về hình_thức , có tính liên_kết chặt_chẽ và hướng tới một mục_tiêu giao_tiếp nhất_định . 1 2 3 4 hay nói khác đi , văn_bản là một dạng sản_phẩm của hoạt_động giao_tiếp bằng ngôn_ngữ được thể_hiện ở dạng viết trên một chất_lượng liệu nào đó giấy , bia đá , . . văn_bản bao_gồm các tài_liệu , tư_liệu , giấy_tờ có giá_trị pháp_lý nhất_định , được sử_dụng trong hoạt_động của các cơ_quan nhà_nước , các tổ_chức chính_trị , chính_trị xã_hội , các tổ_chức kinh_tế . như các văn_bản pháp_luật , các công_văn , tài_liệu , giấy_tờ ."
"Hoa là biểu tượng của vẻ đẹp và cảm xúc. Mỗi loài hoa mang ý nghĩa riêng, thể hiện tình yêu, niềm vui hay nỗi buồn. Hoa tô điểm cho cuộc sống thêm rực rỡ, gắn bó với thiên nhiên và con người qua từng mùa, từng khoảnh khắc đáng nhớ.","hoa là biểu_tượng của vẻ đẹp và cảm_xúc . mỗi loài hoa mang ý_nghĩa riêng , thể_hiện tình_yêu , niềm vui hay nỗi buồn . hoa tô_điểm cho cuộc_sống thêm rực_rỡ , gắn_bó với thiên_nhiên và con_người qua từng mùa , từng khoảnh_khắc đáng nhớ .",3,tích cực,"hoa là biểu_tượng của vẻ đẹp và cảm_xúc . mỗi loài hoa mang ý_nghĩa riêng , thể_hiện_tình_yêu , niềm vui hay nỗi buồn . hoa tô_điểm cho cuộc_sống thêm rực_rỡ , gắn_bó với thiên_nhiên và con_người qua từng mùa , từng khoảnh_khắc đáng nhớ .","hoa là biểu_tượng của vẻ đẹp và cảm_xúc . mỗi loài hoa mang ý_nghĩa riêng , thể_hiện tình_yêu , niềm vui hay nỗi buồn . hoa tô_điểm cho cuộc_sống thêm rực_rỡ , gắn_bó với thiên_nhiên và con_người qua từng mùa , từng khoảnh_khắc đáng nhớ ."
Áo k đẹp như mình mong muốn huhuhu Cổ áo bị bo nhỏ quá với cầu vai thì lỡ lỡ trông bị béo 😭😭,áo không đẹp như mình mong_muốn huhuhu cổ áo bị bo nhỏ quá với cầu vai thì lỡ_lỡ trông bị béo buồn_buồn,3,tiêu cực,áo không đẹp như mình mong_muốn huhuhu cổ áo bị bo nhỏ quá với cầu vai thì lỡ_lỡ trông bị béo buồn_buồn,áo không đẹp như mình mong_muốn hu@@ hu@@ hu cổ áo bị bo nhỏ quá với cầu vai thì lỡ@@ _l@@ ỡ trông bị béo buồn_buồn
Lúc đầu chỉ xem qua nên không để ý là bị rách 1 vết ở đằng sau lưng mọi thứ đều ok cho tới khi thấy vết rách,lúc đầu chỉ xem qua nên không để_ý là bị rách 1 vết ở đằng sau lưng mọi thứ đều ok cho tới khi thấy vết rách,3,tích cực,lúc đầu chỉ xem qua nên không để_ý là bị rách 1 vết ở đằng sau lưng mọi thứ đều ok cho tới khi thấy vết rách,lúc đầu chỉ xem qua nên không để_ý là bị rách 1 vết ở đằng sau lưng mọi thứ đều ok cho tới khi thấy vết rách
"Hình ảnh và video chỉ mang tính chất nhận xuuu Cá nhân mình thấy so với giá gốc shop để thì áo khá mỏng, form áo to quá (Thông số kích thước mang tính nhận xu)","hình_ảnh và video chỉ mang tính_chất_lượng nhận xu cá_nhân mình thấy so với giá gốc shop để thì áo khá mỏng , form áo to quá thông_số kích_thước mang tính nhận xu",3,trung lập,"hình_ảnh và video chỉ mang tính_chất_lượng nhận xu_cá_nhân mình thấy so với giá gốc shop để thì áo khá mỏng , form áo to quá thông_số_kích_thước mang tính nhận xu","hình_ảnh và video chỉ mang tính_@@ chất_lượng nhận xu cá_nhân mình thấy so với giá gốc shop để thì áo khá mỏng , form áo to quá thông_số kích_thước mang tính nhận xu"
"Chất liệu:áo đợt này vải mỏng hơn đợt trước,","chất_lượng liệu áo đợt này vải mỏng hơn đợt trước ,",3,trung lập,"chất_lượng_liệu áo đợt này vải mỏng hơn đợt trước ,","chất_lượng liệu áo đợt này vải mỏng hơn đợt trước ,"
đã mua của shop nhiều lần nhưng lần này vải mỏng hơn trước nhiều,đã mua của shop nhiều lần nhưng lần này vải mỏng hơn trước nhiều,3,trung lập,đã mua của shop nhiều lần nhưng lần này vải mỏng hơn trước nhiều,đã mua của shop nhiều lần nhưng lần này vải mỏng hơn trước nhiều
"Áo giặt xong bị rút lại, mọi người mua áo nên để ý","áo giặt xong bị rút lại , mọi người mua áo nên để_ý",3,trung lập,"áo giặt xong bị rút lại , mọi người mua áo nên để_ý","áo giặt xong bị rút lại , mọi người mua áo nên để_ý"
Ok bình thường vải hơi nóng huhu ok kê ô chán òm ô ô ợ y ABC ok ko biết,ok bình_thường vải hơi nóng_huhu ok kê ô chán òm ô_ô ợ y_abc ok không biết,3,trung lập,ok bình_thường vải hơi nóng_huhu ok kê ô chán òm ô_ô ợ y_abc ok không biết,ok bình_thường vải hơi nóng_@@ hu@@ hu ok kê ô chán òm ô_@@ ô ợ y_@@ ab@@ c ok không biết
"Áo mỗi đợt một chiều dài khác nhau, quá dài so với áo cũ và brand khác. 😢 Chán thực sự","áo mỗi đợt một chiều dài khác nhau , quá dài so với áo cũ và brand khác . chán thực_sự",3,tiêu cực,"áo mỗi đợt một chiều dài khác nhau , quá dài so với áo cũ và brand khác . chán thực_sự","áo mỗi đợt một chiều dài khác nhau , quá dài so với áo cũ và br@@ and khác . chán thực_sự"
Mua về mới bỏ vô nước nó đã nhăn vải ngay rồi😑😑😑,mua về mới bỏ vô_nước nó đã nhăn vải ngay rồi,3,trung lập,mua về mới bỏ vô_nước nó đã nhăn vải ngay rồi,mua về mới bỏ vô_@@ nước nó đã nhăn vải ngay rồi
Mình mua lần này vải mỏng hơn lần trước rats nhiều,mình mua lần này vải mỏng hơn lần trước rats nhiều,3,trung lập,mình mua lần này vải mỏng hơn lần trước rats nhiều,mình mua lần này vải mỏng hơn lần trước ra@@ ts nhiều
"Khá thất vọng, vải màu đenn k đều màu 🥺 ( hả bạn đi cùng một chỗ không 🙂‍↔️🙂‍↔️ ế ệ ế ế ệ ế ẩm tiểu mà ún đc có 🙂‍↕️🙂‍↕️🙂‍↕️🙂‍↕️🙂‍↕️🙂‍↕️🙂‍↕️ có)","khá thất_vọng , vải màu đenn không đều màu hả bạn đi cùng một chỗ không ế ệ ế ế ệ ế ẩm_tiểu mà ún được có có",3,trung lập,"khá thất_vọng , vải màu đenn không đều màu hả bạn đi cùng một chỗ không ế ệ ế ế ệ ế ẩm_tiểu mà ún được có có","khá thất_vọng , vải màu đen@@ n không đều màu hả bạn đi cùng một chỗ không ế ệ ế ế ệ ế ẩ@@ m_t@@ iểu mà ún được có có"
Áo mỏng lắm luôn á,áo mỏng lắm luôn á,3,trung lập,áo mỏng lắm luôn á,áo mỏng lắm luôn á
Màu sắc:màu áo trắng kì vậy,màu_sắc màu áo trắng_kì vậy,3,trung lập,màu_sắc màu áo trắng_kì vậy,màu_sắc màu áo trắng_@@ kì vậy
đóng gói xuề xoà thiếu tôn trọng kh,đóng_gói xuề xòa thiếu tôn_trọng không,3,trung lập,đóng_gói xuề xòa thiếu tôn_trọng không,đóng_gói xu@@ ề x@@ ò@@ a thiếu tôn_trọng không
Chất mỏng hơn năm ngoái mua khá nhiều,chất_lượng mỏng hơn năm_ngoái mua khá nhiều,3,trung lập,chất_lượng mỏng hơn năm_ngoái mua khá nhiều,chất_lượng mỏng hơn năm_ngoái mua khá nhiều
áo size xs to bằng xl bthuong,áo kích_cỡ xs to bằng xl bthuong,3,trung lập,áo kích_cỡ xs to bằng xl bthuong,áo kích_cỡ x@@ s to bằng x@@ l b@@ thu@@ ong
Cổ k chưa bó sát cho lắm,cổ không chưa bó_sát cho lắm,3,trung lập,cổ không chưa bó_sát cho lắm,cổ không chưa bó@@ _sát cho lắm
Em xin phép cô chíp ạ Em là tsv K62 khoa Kế toán ạ. Em đang phân vân tham gia A&A - CLB Kế Toán Kiểm Toán Viên Học Viện Tài Chính hoặc Liên Chi Đoàn Khoa Kế Toán. Em rất mong anh chị có thể review giúp em những điểm đặc trưng của 2 clb này với ạ. Tiện cho em hỏi 2clb này khi nào sẽ nhận đơn để em apply ạ. Em cảm ơn mọi người rất nhiều🥰,em xin phép cô chíp ạ em là tsv k62 khoa kế_toán ạ . em đang phân_vân tham_gia a_a clb kế_toán kiểm_toán_viên học_viện tài_chính hoặc liên_chi đoàn khoa kế_toán . em rất mong anh_chị có_thể review giúp em những điểm đặc_trưng của 2 clb này với ạ . tiện cho em hỏi 2 clb này khi nào sẽ nhận đơn để em apply ạ . em cảm_ơn mọi người rất nhiều,3,trung lập,em xin phép cô chíp ạ em là tsv k62_khoa kế_toán ạ . em đang phân_vân tham_gia a_a clb kế_toán kiểm_toán_viên học_viện tài_chính hoặc liên_chi đoàn khoa kế_toán . em rất mong anh_chị có_thể review giúp em những điểm đặc_trưng của 2 clb này với ạ . tiện cho em hỏi 2 clb này khi nào sẽ nhận đơn để em apply ạ . em cảm_ơn mọi người rất nhiều,em xin phép cô chíp ạ em là ts@@ v k@@ 62 khoa kế_toán ạ . em đang phân_vân tham_gia a_@@ a c@@ lb kế_toán kiểm_toán_viên học_viện tài_chính hoặc liên_@@ chi đoàn khoa kế_toán . em rất mong anh_chị có_thể review giúp em những điểm đặc_trưng của 2 c@@ lb này với ạ . tiện cho em hỏi 2 c@@ lb này khi nào sẽ nhận đơn để em ap@@ p@@ ly ạ . em cảm_ơn mọi người rất nhiều
mọi thứ ok chỉ có chất vải không như mong đợi lắm,mọi thứ ok chỉ có chất_lượng vải không như mong_đợi lắm,3,tích cực,mọi thứ ok chỉ có chất_lượng vải không như mong_đợi lắm,mọi thứ ok chỉ có chất_lượng vải không như mong_đợi lắm
Thi tốt no no nó em gửi tiền cho em không gửi cho anh em sẽ có mặt nạ dưỡng da khô và các con đường này,thi tốt no no nó em gửi tiền cho em không gửi cho anh_em sẽ có_mặt nạ_dưỡng da khô và các con đường này,3,tích cực,thi tốt no no nó em gửi tiền cho em không gửi cho anh_em sẽ có_mặt nạ_dưỡng da khô và các con đường này,thi tốt no no nó em gửi tiền cho em không gửi cho anh_em sẽ có_mặt n@@ ạ@@ _dưỡng da khô và các con đường này
Giao sai mẫu sai size,giao sai mẫu sai_kích_cỡ,3,tiêu cực,giao sai mẫu sai_kích_cỡ,giao sai mẫu sai_@@ kích_cỡ
Nhận cái áo khui ra kiến k lun,nhận cái áo khui ra kiến không luôn,3,trung lập,nhận cái áo khui ra kiến không luôn,nhận cái áo khui ra kiến không luôn
Áo quá rộng mặc dù đã lùi size,áo quá rộng mặc_dù đã lùi_kích_cỡ,3,trung lập,áo quá rộng mặc_dù đã lùi_kích_cỡ,áo quá rộng mặc_dù đã lùi_@@ kích_cỡ
Mua lần 2 nhưng thấy áo mỏng hơn lần trước,mua lần 2 nhưng thấy áo mỏng hơn lần trước,3,trung lập,mua lần 2 nhưng thấy áo mỏng hơn lần trước,mua lần 2 nhưng thấy áo mỏng hơn lần trước
Size M mà cứ như size L ấy rộng lắm luônn,kích_cỡ mình mà cứ như kích_cỡ l ấy rộng lắm luônn,3,trung lập,kích_cỡ mình mà cứ như kích_cỡ_l ấy rộng lắm luônn,kích_cỡ mình mà cứ như kích_cỡ l ấy rộng lắm lu@@ ô@@ nn
Đặt size L giao size S,đặt kích_cỡ l giao_kích_cỡ s,3,trung lập,đặt kích_cỡ l giao_kích_cỡ s,đặt kích_cỡ l giao_@@ kích_cỡ s
Áo nên mua tăng 1 size. Giặt co lại. Ngắn rất ngắn. Chất nóng. Hhs,áo nên mua tăng 1 kích_cỡ . giặt co lại . ngắn rất ngắn . chất_lượng nóng . hhs,3,trung lập,áo nên mua tăng 1 kích_cỡ . giặt co lại . ngắn rất ngắn . chất_lượng nóng . hhs,áo nên mua tăng 1 kích_cỡ . giặt co lại . ngắn rất ngắn . chất_lượng nóng . h@@ h@@ s
Chất liệu:mỏng và ko mịn lắm,chất_lượng liệu mỏng và không mịn lắm,3,tiêu cực,chất_lượng_liệu mỏng và không mịn lắm,chất_lượng liệu mỏng và không mịn lắm
bị mỏng quá mà sao sz S lần này nó quá rộng luôn,bị mỏng quá mà sao kích_cỡ s lần này nó quá rộng luôn,3,trung lập,bị mỏng quá mà sao kích_cỡ s lần này nó quá rộng luôn,bị mỏng quá mà sao kích_cỡ s lần này nó quá rộng luôn
Đúng với mô tả:Áo quá to,đúng với mô_tả áo quá to,3,trung lập,đúng với mô_tả áo quá to,đúng với mô_tả áo quá to
Áo quá to so với size L,áo quá to so với kích_cỡ l,3,trung lập,áo quá to so với kích_cỡ l,áo quá to so với kích_cỡ l
Áo sau khi giặt rất nhăn,áo sau khi giặt rất nhăn,3,trung lập,áo sau khi giặt rất nhăn,áo sau khi giặt rất nhăn
"Nhắn shop ko trả lời, cổ áo quá bo","nhắn shop không trả_lời , cổ áo quá bo",3,trung lập,"nhắn shop không trả_lời , cổ áo quá bo","nhắn shop không trả_lời , cổ áo quá bo"
Màu sắc:kbt Đúng với mô tả:kbt Chất liệu:nóng vlon vải cứng mặc nóng vl mn form áo cứng vl nchug d nên mua đâu,màu_sắc kbt đúng với mô_tả kbt chất_lượng liệu nóng vlon vải cứng mặc nóng_vl mọi người form áo cứng vl nchug d nên mua đâu,3,trung lập,màu_sắc kbt đúng với mô_tả kbt chất_lượng_liệu nóng vlon vải cứng mặc nóng_vl mọi người form áo cứng vl nchug d nên mua đâu,màu_sắc k@@ b@@ t đúng với mô_tả k@@ b@@ t chất_lượng liệu nóng v@@ lon vải cứng mặc nóng_@@ v@@ l mọi người form áo cứng v@@ l n@@ chu@@ g d nên mua đâu
"Chất vải lần này so với trước mk mua thì k ưng đâu ạ, mỏng hơn và nhanh dão","chất_lượng vải lần này so với trước mình mua thì không ưng đâu ạ , mỏng hơn và nhanh dão",3,tiêu cực,"chất_lượng vải lần này so với trước mình mua thì không ưng đâu ạ , mỏng hơn và nhanh dão","chất_lượng vải lần này so với trước mình mua thì không ưng đâu ạ , mỏng hơn và nhanh d@@ ão"
"Văn học (chữ Hán: 文學) theo cách nói chung nhất, là bất kỳ tác phẩm nào bằng văn bản. Hiểu theo nghĩa hẹp hơn, thì văn học là dạng văn bản được coi là một hình thức nghệ thuật, hoặc bất kỳ một bài viết nào được coi là có giá trị nghệ thuật hoặc trí tuệ, thường là do cách thức triển khai ngôn ngữ theo những cách khác với cách sử dụng bình thường. Trong các định nghĩa hiện đại hơn, văn học bao hàm cả các văn bản được nói ra hoặc được hát lên (văn học truyền miệng). Sự phát triển trong công nghệ in ấn đã cho phép phân phối và phát triển các tác phẩm chữ viết, và tạo ra loại văn học điện tử.","văn_học chữ hán theo cách nói_chung nhất , là bất_kỳ tác_phẩm nào bằng văn_bản . hiểu theo nghĩa_hẹp hơn , thì văn_học là dạng văn_bản được coi là một hình_thức nghệ_thuật , hoặc bất_kỳ một bài viết nào được coi là có giá_trị nghệ_thuật hoặc trí_tuệ , thường là do cách_thức triển_khai ngôn_ngữ theo những cách khác với cách sử_dụng bình_thường . trong các định_nghĩa hiện_đại hơn , văn_học bao_hàm cả các văn_bản được nói ra hoặc được hát lên văn_học truyền_miệng . sự phát_triển trong công_nghệ in_ấn đã cho_phép phân_phối và phát_triển các tác_phẩm chữ_viết , và tạo ra loại văn_học điện_tử .",3,trung lập,"văn_học chữ hán theo cách nói_chung nhất , là bất_kỳ tác_phẩm nào bằng văn_bản . hiểu theo nghĩa_hẹp hơn , thì văn_học là dạng văn_bản được coi là một hình_thức nghệ_thuật , hoặc bất_kỳ một bài viết nào được coi là có giá_trị nghệ_thuật hoặc trí_tuệ , thường là do cách_thức triển_khai ngôn_ngữ theo những cách khác với cách sử_dụng bình_thường . trong các định_nghĩa_hiện_đại hơn , văn_học bao_hàm cả các văn_bản được nói ra hoặc được hát lên văn_học truyền_miệng . sự phát_triển trong công_nghệ in_ấn đã cho_phép phân_phối và phát_triển các tác_phẩm_chữ_viết , và tạo ra loại văn_học điện_tử .","văn_học chữ hán theo cách nói_chung nhất , là bất_kỳ tác_phẩm nào bằng văn_bản . hiểu theo nghĩ@@ a_h@@ ẹp hơn , thì văn_học là dạng văn_bản được coi là một hình_thức nghệ_thuật , hoặc bất_kỳ một bài viết nào được coi là có giá_trị nghệ_thuật hoặc trí_tuệ , thường là do cách_thức triển_khai ngôn_ngữ theo những cách khác với cách sử_dụng bình_thường . trong các định_nghĩa hiện_đại hơn , văn_học bao_hàm cả các văn_bản được nói ra hoặc được hát lên văn_học truyền_miệng . sự phát_triển trong công_nghệ in_ấn đã cho_phép phân_phối và phát_triển các tác_phẩm chữ_viết , và tạo ra loại văn_học điện_tử ."
"Áo bẩn ,Màu sắc có hơi khác so với hình ảnh quảng cáo, không tươi bằng. Mình mong shop kiểm tra kỹ sản phẩm trước khi gửi cho khách để tránh trường hợp tương tự. Hy vọng lần sau shop cải thiện chất lượng và đóng gói cẩn thận hơn.","áo bẩn , màu_sắc có hơi khác so với hình_ảnh quảng_cáo , không tươi_bằng . mình mong_shop kiểm_tra kỹ sản_phẩm trước khi gửi cho khách để tránh trường_hợp tương_tự . hy_vọng lần sau shop cải_thiện chất_lượng lượng và đóng_gói cẩn_thận hơn .",3,tiêu cực,"áo bẩn , màu_sắc có hơi khác so với hình_ảnh quảng_cáo , không tươi_bằng . mình mong_shop kiểm_tra kỹ_sản_phẩm trước khi gửi cho khách để tránh trường_hợp tương_tự . hy_vọng lần sau shop cải_thiện chất_lượng_lượng và đóng_gói cẩn_thận hơn .","áo bẩn , màu_sắc có hơi khác so với hình_ảnh quảng_cáo , không tươi_@@ bằng . mình mong_@@ shop kiểm_tra kỹ sản_phẩm trước khi gửi cho khách để tránh trường_hợp tương_tự . hy_vọng lần sau shop cải_thiện chất_lượng lượng và đóng_gói cẩn_thận hơn ."
